Designator,Mid X,Mid Y,Rotation,Layer
C1,112.8522,-73.8886,-90.0,top
J1,111.553,-79.8322,180.0,bottom
SF2_PROTECTION,106.553,-74.0156,0.0,top
U1,106.553,-74.0156,0.0,top
